oracle_id,card_name,mechanics_count,mechanics,categories,sources
3be6e78f-f9ec-4bf4-b70f-40ba677aaa48,Fresh Meat,1,Create,keyword_action,oracle_text
faa01ed1-ccfa-4e58-951f-cd81f9068027,Mortify,1,Destroy,keyword_action,oracle_text
ab26fbe2-e808-48b9-8d0d-3fbb6c3d554f,"Narset, Parter of Veils",1,Reveal,keyword_action,oracle_text
e119869d-1f66-402b-8251-d351965cf0d3,Paradise Druid,1,Hexproof,keyword_ability,oracle_text
916d2a0d-1c3e-4102-958d-524b6b4df509,Novice Knight,1,Defender,keyword_ability,scryfall_keywords
4956008e-d912-48ba-9b82-176258281060,Fallen Askari,1,Flanking,keyword_ability,scryfall_keywords
6a125750-2b8c-4f9d-8173-ac8d14c91ddb,Altar's Reap,2,"Sacrifice, Cast",keyword_action,oracle_text
81ba3a33-0e04-4f68-9a42-1dd717733b57,"Lavinia, Azorius Renegade",2,"Counter, Cast",keyword_action,oracle_text
ade898df-14a5-460b-94f6-1f3f74d3ff95,"Odric, Master Tactician",1,First strike,keyword_ability,scryfall_keywords
f95021cf-14c4-4792-8746-432bf9e7c1a9,Crown of Gondor,2,"Equip, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
1a137a67-4156-45c8-aae9-838f688e12bd,Invisible Stalker,1,Hexproof,keyword_ability,scryfall_keywords
335b5302-2272-405a-b2b8-3943b3df335f,"Dakkon, Shadow Slayer",2,"Surveil, Exile",keyword_action,"oracle_text, scryfall_keywords"
e6ae536a-95c0-495d-98b8-200b3564dd79,Destructive Tampering,2,"Flying, Destroy","keyword_ability, keyword_action",oracle_text
180efbd4-0f77-41cc-8ae2-2e6ccf853d10,Archon of the Wild Rose,1,Flying,keyword_ability,scryfall_keywords
4d2cc2a8-e08a-420a-8922-c63e39129e23,Vaevictis Asmadi,2,"Flying, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
4b63bf36-cd0e-41d8-b0ca-aac459d91f3f,Flensermite,2,"Lifelink, Infect",keyword_ability,scryfall_keywords
74f67dcf-5afb-45aa-8d4b-3cdb23f6f2a1,Triskelion,1,Counter,keyword_action,oracle_text
984f92dd-cb9b-4421-a8e6-75bfe566be10,Rite of the Raging Storm,3,"Haste, Trample, Sacrifice","keyword_ability, keyword_action",oracle_text
195bd8fe-581c-44ed-b7f8-e800df3502ff,"Gorion, Wise Mentor",2,"Vigilance, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
3425598f-d51c-4f92-8fda-42e96e4c537a,Gate Smasher,2,"Equip, Trample",keyword_ability,"oracle_text, scryfall_keywords"
deeb7e22-b207-42de-b9d4-f790403d52a9,World Breaker,5,"Reach, Devoid, Sacrifice, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
f8d7bcbd-9a1d-4fc6-abdd-88a7e01b9411,Ornery Tumblewagg,4,"Saddle, Tap, Double, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
b582b696-17fa-4eea-8124-293f9bd3a208,Mad Auntie,1,Regenerate,keyword_action,oracle_text
c68faebc-b2cd-461b-b93e-e1fcd4816810,Midnight Clock,3,"Exile, Shuffle, Counter",keyword_action,oracle_text
c37f1921-7ac3-4185-8579-1dfdfe647ea2,Spark Spray,2,"Cycling, Discard","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d71cd08e-3e84-41ff-b9db-9e343c0af6b4,Remand,1,Counter,keyword_action,oracle_text
5b6d933e-2830-4f5a-b244-a421aa9615dc,Eumidian Hatchery,3,"Flying, Create, Counter","keyword_ability, keyword_action",oracle_text
ca60623a-1a98-4153-a0ee-2f34981de5cb,"Lazav, Familiar Stranger",2,"Exile, Counter",keyword_action,oracle_text
bf5f68b8-8ae2-4d08-b86c-4e6d3b653fec,Second Breakfast,3,"Food, Create, Sacrifice",keyword_action,"oracle_text, scryfall_keywords"
796f1e1f-7fec-429d-82ae-125f541d6cc7,"Ulasht, the Hate Seed",2,"Create, Counter",keyword_action,oracle_text
090d88a9-7f2d-4bd1-a30a-7c48d05068be,Unholy Strength,1,Enchant,keyword_ability,scryfall_keywords
1d25b831-c1de-4f79-bbb3-1582eda96452,Elvish Aberration,7,"Landcycling, Forestcycling, Typecycling, Cycling, Discard, Reveal, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
83cb9ab7-6a8f-40b5-b076-6fa669ff15f2,"Farid, Enterprising Salvager",6,"Goad, Create, Discard, Menace, Sacrifice, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
06413d87-d119-4c04-93d5-5ced7ad4a858,Wings of Aesthir,3,"Enchant, Flying, First strike",keyword_ability,"oracle_text, scryfall_keywords"
b6265654-84c3-469b-9afa-f752fd64abe0,Mwonvuli Beast Tracker,6,"Reach, Hexproof, Reveal, Trample, Shuffle, Deathtouch","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
3029df1d-d02a-4fed-8ab4-000a2096f823,Return to Dust,2,"Exile, Cast",keyword_action,oracle_text
5b4b21ed-c24e-4038-83fb-bd7f3c3426cd,Emberheart Challenger,6,"Prowess, Valiant, Haste, Exile, Play, Cast","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9ed6f28f-a3db-48c5-9ab0-b90a7fba5f57,Royal Assassin,1,Destroy,keyword_action,oracle_text
7fab8d65-af51-47d3-8f10-2676bf6e8ba3,Eldrazi Temple,2,"Activate, Cast",keyword_action,oracle_text
8f40d73b-9106-448e-8649-5d62939f0d38,Voyager Glidecar,5,"Crew, Scry, Flying, Tap, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9093e6f1-12bc-4dfb-bc78-6ead0752ad61,Walk the Plank,1,Destroy,keyword_action,oracle_text
6fedd98c-9c58-4ca5-b77b-dcb4cd88d238,Kor Entanglers,2,"Rally, Tap","ability_word, keyword_action","oracle_text, scryfall_keywords"
525d98d6-b117-44f4-b19c-3dd26e7c9fd4,Tail Swipe,2,"Fight, Cast",keyword_action,"oracle_text, scryfall_keywords"
784f0ca3-efe1-4e22-aedd-57cba7996fa5,Briarbridge Patrol,3,"Investigate, Create, Sacrifice",keyword_action,"oracle_text, scryfall_keywords"
142af8f1-6d6b-4043-8cc4-6632481972c1,Spread the Sickness,3,"Proliferate, Destroy, Counter",keyword_action,"oracle_text, scryfall_keywords"
5a210b32-6e1f-4578-bd8b-4e481b761159,"Izoni, Thousand-Eyed",3,"Undergrowth, Create, Sacrifice","ability_word, keyword_action","oracle_text, scryfall_keywords"
17ce2c17-b69b-4ebf-9c3c-c64e771af101,"Alesha, Who Laughs at Fate",3,"First strike, Raid, Counter","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
5cdc4654-b8c5-4599-a1d2-9e9d5f6509cb,Duelist's Heritage,2,"Double strike, Double","keyword_ability, keyword_action",oracle_text
8027a610-613e-4640-9840-c8778694f312,"Lazav, Dimir Mastermind",1,Hexproof,keyword_ability,scryfall_keywords
a5f7967e-d357-4ab6-96ac-77262864f280,Celestial Kirin,3,"Flying, Destroy, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
41b929ad-0c44-4e50-84d3-13b318035543,Courage in Crisis,2,"Proliferate, Counter",keyword_action,"oracle_text, scryfall_keywords"
0221330a-3e7a-40aa-9c78-85c88a4c1a53,Green Sun's Twilight,1,Reveal,keyword_action,oracle_text
b2b78623-5a10-4ef7-b983-3d82478269c3,"Snapdax, Apex of the Hunt",4,"Mutate, Double strike, Double, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a3a98bc9-caa0-49b7-951c-fe4e4f54e4ba,Ornithopter,1,Flying,keyword_ability,scryfall_keywords
153bb46f-ee8a-4da3-aab4-ae884f6ff403,"Kamahl, Pit Fighter",1,Haste,keyword_ability,scryfall_keywords
1aee3a93-d064-4d10-9fe6-879a1f342c1f,Saheeli's Directive,3,"Improvise, Reveal, Tap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
17c651c7-da4e-45e9-9a64-fad3e873123d,Reality Smasher,3,"Haste, Trample, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
f3264224-43a4-4c6b-b363-2d147687dfc1,Initiate's Companion,1,Untap,keyword_action,oracle_text
4d00c44b-8953-4b18-af73-2944321b6cd1,Tsabo's Assassin,1,Destroy,keyword_action,oracle_text
a2f5a5fd-14dc-48e8-bdb0-984a83288023,Mana Clash,1,Clash,keyword_action,oracle_text
63a0f0a2-bafc-4cd0-a4ed-42ce58cd3e9b,Darksteel Splicer,2,"Create, Indestructible","keyword_ability, keyword_action",oracle_text
97acd977-164d-49d5-b3a1-72e0d75c9016,"Hogaak, Arisen Necropolis",6,"Delve, Trample, Convoke, Tap, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
119d719d-e965-45b4-9bc9-ac03211b10c2,Survival of the Fittest,3,"Discard, Reveal, Shuffle",keyword_action,oracle_text
46ce3698-e4e6-44e9-8b99-2b12a703e91e,Keen-Eyed Curator,2,"Trample, Exile","keyword_ability, keyword_action",oracle_text
51926430-b98a-424d-9347-c36938132825,Bone Dragon,2,"Flying, Exile","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a60422e8-f2f4-4c37-a0f4-eedad27eb08c,Psychic Venom,1,Enchant,keyword_ability,scryfall_keywords
37a5ab64-12e4-4aad-9a09-46a26fe9953b,Birthing Ritual,1,Sacrifice,keyword_action,oracle_text
f3073e4f-ca7e-4fde-88a4-bd7b6ebfbc8c,Grizzly Fate,5,"Threshold, Flashback, Create, Exile, Cast","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
2160849a-184f-4a49-8931-fd021e16f7cb,Ancient Spring,1,Sacrifice,keyword_action,oracle_text
5a00eb94-6c0f-4f41-8c16-fc4e2f7cb9aa,Howlgeist,2,"Undying, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
749141aa-f6c4-4ad8-b146-406e68ae9b0b,Sengir Vampire,3,"Flying, Reach, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
4eb813fd-2d5a-4b02-8193-662681ef4e7d,Farewell,1,Exile,keyword_action,oracle_text
e57025ed-3de6-4b2f-92bd-5481fd33b7f1,Digsite Engineer,2,"Create, Cast",keyword_action,oracle_text
dffc6785-31b0-487c-b9a0-980bca39753d,Security Rhox,1,Cast,keyword_action,oracle_text
30812870-87c0-469c-95a5-811d5a181e72,Biogenic Upgrade,1,Double,keyword_action,oracle_text
82875793-b264-4ceb-8525-ef3b6d086072,Slinking Skirge,2,"Flying, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
5a54d6a3-b1d0-42fe-9531-604b34d197f1,Thalakos Lowlands,1,Untap,keyword_action,oracle_text
00573e77-8ff6-4acb-8683-8827d965288f,Behemoth Sledge,3,"Equip, Trample, Lifelink",keyword_ability,"oracle_text, scryfall_keywords"
739bbf44-9169-4749-abea-21c20823915f,"Cadric, Soul Kindler",3,"Create, Haste, Sacrifice","keyword_ability, keyword_action",oracle_text
8b4bfdc5-8c0a-40c3-abbf-ada4a536dc34,Summon: Choco/Mog,2,"Sacrifice, Counter",keyword_action,oracle_text
bf1341dd-41a3-49f6-87ec-63170dde4324,"Boseiju, Who Endures",5,"Channel, Discard, Destroy, Activate, Shuffle","ability_word, keyword_action","oracle_text, scryfall_keywords"
ed68160e-5e3d-44f2-ac7a-3749fda10119,Catastrophe,1,Destroy,keyword_action,oracle_text
3567c3c8-b3c7-45b7-935b-b1fdbc973720,Vandalblast,3,"Overload, Destroy, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
90194ff1-db61-463f-b5a3-15cd85311d0e,Beledros Witherbloom,4,"Flying, Create, Untap, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
4f4a3c9e-80c4-4fa1-940d-2c57065901a3,Enchanted Carriage,3,"Crew, Create, Tap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9e9164be-3534-4445-bfad-00d16a50575c,Workshop Elders,1,Flying,keyword_ability,oracle_text
6c8bba8b-44de-4bbf-bf6a-3045e7313995,Floodbringer,2,"Flying, Tap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
958628af-243c-4eb0-8620-5d483b6da768,Phyresis,2,"Enchant, Infect",keyword_ability,"oracle_text, scryfall_keywords"
d46c397c-e772-4a29-bbd2-1d7b47a461e8,Banewhip Punisher,3,"Destroy, Sacrifice, Counter",keyword_action,oracle_text
e94297af-1236-4c9a-860f-2ee6a0d12e5e,Corpse Traders,2,"Sacrifice, Activate",keyword_action,oracle_text
048cc868-1657-448d-9f2c-97973e73f477,Zodiac Rabbit,2,"Landwalk, Forestwalk",keyword_ability,scryfall_keywords
f009ef70-d718-45cf-bb22-e560484bbfe5,Rite of the Serpent,3,"Create, Destroy, Counter",keyword_action,oracle_text
65986c1b-8e51-4604-b685-d82fa7d1263a,Skullclamp,1,Equip,keyword_ability,scryfall_keywords
74466fa6-34d9-42f9-8590-c7f1fa672bf5,Skullmane Baku,2,"Counter, Cast",keyword_action,oracle_text
269208e1-353c-4334-941a-2177f6665fba,Feeling of Dread,4,"Flashback, Tap, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
e9117015-1050-44dd-a46b-e7ffe2085fae,Ledger Shredder,4,"Flying, Connive, Discard, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
715336f5-a708-488b-9f30-5702a9013af0,Pia Nalaar,3,"Flying, Create, Sacrifice","keyword_ability, keyword_action",oracle_text
571f9d80-9c37-474e-9524-400e7a238e2c,Shatterskull Charger,4,"Haste, Trample, Kicker, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
448396b8-b691-457a-8569-1282c3fca65a,Infected Vermin,2,"Threshold, Activate","ability_word, keyword_action","oracle_text, scryfall_keywords"
e286d1aa-bb74-4568-98b5-a693ac7a369d,Venerable Warsinger,2,"Vigilance, Trample",keyword_ability,scryfall_keywords
98636623-bbc6-4935-a2bb-2234691eb6d8,Thousand-Faced Shadow,3,"Flying, Ninjutsu, Create","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a2fe1e2b-b621-4406-b5e0-f2eebd12c2ba,Murderous Betrayal,1,Destroy,keyword_action,oracle_text
e4e6e796-39ce-4a63-8c61-c7c956d75d78,Saprazzan Skerry,2,"Sacrifice, Counter",keyword_action,oracle_text
397b9dcf-690a-4a58-8637-bb9baab7cc2f,Elder Gargaroth,4,"Reach, Vigilance, Trample, Create","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
62007675-8a0d-4211-83b2-0daf3641dedc,Enigma Drake,1,Flying,keyword_ability,scryfall_keywords
77ae7caa-e180-4efb-9348-ab389364b186,Sphinx Summoner,3,"Flying, Reveal, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
240d650b-97ea-40ad-8c1b-fe1ea52d861f,Blessing of Frost,1,Cast,keyword_action,oracle_text
6895d7a2-264b-4731-9294-c02e1e220384,"Miara, Thorn of the Glade",1,Partner,keyword_ability,scryfall_keywords
6b530534-5c02-4874-9256-501102ef8a5f,Touch of the Void,3,"Devoid, Exile, Void","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
971b30a8-4ab4-4e96-9d50-597da4d52994,"Danitha, New Benalia's Light",4,"Lifelink, Vigilance, Trample, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
fb60739e-1dc3-481d-a056-ad72e665c680,Rite of Replication,3,"Kicker, Create, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
1a91ca69-e890-41dc-866b-3aabf10c9a9c,Guardian Angel,1,Cast,keyword_action,oracle_text
0fbec99f-0e49-4211-a06e-edd783cf47da,Sparkspitter,5,"Create, Discard, Haste, Trample, Sacrifice","keyword_ability, keyword_action",oracle_text
a5196310-f449-4d5e-8ea8-901a83bad6ff,Lightning Shrieker,3,"Flying, Haste, Trample",keyword_ability,scryfall_keywords
8b2b00ab-f1c5-4057-9957-d7daac95a847,"Atris, Oracle of Half-Truths",1,Menace,keyword_ability,scryfall_keywords
00187de2-bc48-4137-97d8-a9a0fafc76c1,Pteramander,3,"Flying, Adapt, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
7a25ccf3-0fe1-447c-bdf4-57ec31b19a0f,Diamond Faerie,1,Flying,keyword_ability,scryfall_keywords
7735eeba-693b-47e2-bd51-414379cf1016,Beast Within,1,Destroy,keyword_action,oracle_text
46c3a69a-4984-40b0-905f-4b0762c7ad72,"Titania, Nature's Force",3,"Mill, Create, Play",keyword_action,"oracle_text, scryfall_keywords"
5e10fd35-9768-48e4-8cdb-95224ad33b9b,Blighted Burgeoning,4,"Incubate, Transform, Enchant, Create","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
28045b32-4c1a-40e5-a15d-524d0f8fe6ec,Archmage of Runes,1,Cast,keyword_action,oracle_text
d6fafb50-9531-4fbf-bb1e-ebb4dd39281c,Finale of Promise,2,"Exile, Cast",keyword_action,oracle_text
ffe13100-99dd-41e3-82ba-eaead6fd0113,Rootcast Apprenticeship,1,Create,keyword_action,oracle_text
a0be9bb2-3234-4c6c-b8ce-0879b1f43003,"Laelia, the Blade Reforged",4,"Haste, Exile, Counter, Play","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
87f22ec6-6668-4e15-b38c-fa1ac0292c6b,Predatory Impetus,2,"Goad, Enchant","keyword_ability, keyword_action",scryfall_keywords
1edee40f-d153-4d67-aee7-ef08e11e4a79,Cyclopean Tomb,2,"Activate, Counter",keyword_action,oracle_text
f746612a-fbed-44ca-b2cc-5928e10cf4bb,Grove of the Guardian,4,"Create, Tap, Sacrifice, Vigilance","keyword_ability, keyword_action",oracle_text
0d2cdcc6-da65-4f66-ba38-111efad44919,Deadly Alliance,2,"Destroy, Cast",keyword_action,oracle_text
4b473a42-a0c5-43d5-93f9-c599e963a06b,Season of Weaving,1,Create,keyword_action,oracle_text
4d614c79-7934-4662-9ce1-22b57d5137f7,Steamflogger Boss,2,"Assemble, Haste","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
e6e38bd4-e6dc-400b-8e08-956726842dc4,Immaculate Magistrate,1,Counter,keyword_action,oracle_text
4d211447-9f18-4d23-8f19-cdf6ad3c68ba,Soul of Eternity,6,"Encore, Create, Haste, Sacrifice, Activate, Exile","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a56c5ca5-70eb-4d5f-8116-2acbe5f5a3cb,Jaya Ballard,3,"Discard, Exile, Cast",keyword_action,oracle_text
4add809e-9caa-45ae-bb0d-4760a360b8e2,Starfield Vocalist,3,"Warp, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
8d49b6a1-4ae2-4443-a6b3-9ef806cb6fc4,Hurska Sweet-Tooth,3,"Food, Create, Sacrifice",keyword_action,"oracle_text, scryfall_keywords"
1a4c6643-c48b-4e83-b0c4-96873c13408c,Refresh,1,Regenerate,keyword_action,oracle_text
2edf106d-f504-430e-ad9c-50fc95b0ad9c,Bone Picker,3,"Deathtouch, Flying, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
192b5dd7-f420-4d5b-86d6-66e86fa67f41,Jack-o'-Lantern,2,"Sacrifice, Exile",keyword_action,oracle_text
f426aa1a-e1dc-4563-b450-2e23d6bd980b,Manaform Hellkite,5,"Flying, Create, Haste, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9c9e71d9-a636-4574-8b7e-e6dd0f71c7c8,Zodiac Ox,2,"Landwalk, Swampwalk",keyword_ability,scryfall_keywords
6969a7e2-6866-4001-a139-24b3be13deae,"Alesha, Who Smiles at Death",1,First strike,keyword_ability,scryfall_keywords
0c6c5336-9233-4ab1-9d55-79f20be7ea57,Thorn of Amethyst,1,Cast,keyword_action,oracle_text
adeed5e8-9019-4740-83ea-67dcd754e194,"Faramir, Field Commander",1,Create,keyword_action,oracle_text
405cd74a-6b44-4a80-b53c-ff1406d8ff45,Enlarge,1,Trample,keyword_ability,oracle_text
0477b923-9f32-4e7f-ac08-c715cca819a4,Spurnmage Advocate,1,Destroy,keyword_action,oracle_text
afd8ff3e-1d57-4fc5-91dc-1a8400c98787,"Linvala, Shield of Sea Gate",4,"Flying, Sacrifice, Hexproof, Indestructible","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
bdf476e5-1d57-4b17-b45b-d52fd75aadeb,Lake of the Dead,1,Sacrifice,keyword_action,oracle_text
a10ce333-48d7-499b-9355-f381f2395497,Consuming Vapors,3,"Rebound, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
04477339-7ed5-4770-9e5c-6e481ffcc858,Spell Blast,1,Counter,keyword_action,oracle_text
d36075c2-de66-4202-9217-b1102a2bc14b,Pelakka Wurm,1,Trample,keyword_ability,scryfall_keywords
4c297085-5ec1-4d29-9a8e-1785c016ce09,Ripscale Predator,1,Menace,keyword_ability,scryfall_keywords
2375a9c6-28ef-4c8f-909c-0aa7e5fc085c,Twinblade Slasher,2,"Wither, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9fff90b6-98ef-4f78-b08d-7e46dfc03403,Bladegriff Prototype,2,"Flying, Destroy","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
11b5308d-5bc0-4782-875f-a28be36e665d,Beastmaster Ascension,1,Counter,keyword_action,oracle_text
3dfb0c0a-b68f-43b9-8475-28d0192fc4ed,Gemrazer,5,"Reach, Mutate, Trample, Destroy, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a323a3af-8a74-433c-8994-707a09ef3a0c,Nezumi Cutthroat,1,Fear,keyword_ability,scryfall_keywords
531e6ffb-28e0-4e8e-ad88-2f3a243789cf,"Lady Zhurong, Warrior Queen",1,Horsemanship,keyword_ability,scryfall_keywords
e9bc324e-c200-45ef-8b9b-52a61d0f7374,Hunting Wilds,5,"Kicker, Haste, Untap, Shuffle, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
614feadd-b74f-4d9c-a0a3-3a63724956af,Grim Wanderer,2,"Flash, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
84b2d0f6-ad98-4a71-a3d5-645b0f2db6c6,Rally the Galadhrim,4,"Conspire, Create, Tap, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
29781b19-0917-4d8f-abe3-df0b7e96d8a6,Goblin Gardener,1,Destroy,keyword_action,oracle_text
418bc6c8-972b-4f07-aac0-8d003b9c1b17,Temur Charm,2,"Fight, Counter",keyword_action,"oracle_text, scryfall_keywords"
a6e720a2-9819-40ec-a811-7812898b531a,Necrotic Hex,1,Create,keyword_action,oracle_text
11bf211c-95a3-4e7f-bd08-13f979d54e73,Reconnaissance Mission,2,"Cycling, Discard","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d44627c0-1617-4706-bbeb-0169745364c7,Wasteful Harvest,1,Mill,keyword_action,scryfall_keywords
ee32ab1a-1120-4c34-a538-7bde9eff5a6e,Inventor's Goggles,2,"Equip, Attach","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
11e50e35-bf4b-4089-b0c9-360d9c014584,Blockbuster,1,Sacrifice,keyword_action,oracle_text
0c7ba712-6a99-4d2f-9242-a2163a11f69c,"Padeem, Consul of Innovation",1,Hexproof,keyword_ability,oracle_text
78826359-fe63-44ad-adc4-a17ffcd710e4,Nature's Lore,1,Shuffle,keyword_action,oracle_text
cabcc2b7-0cdb-4ec2-b6a3-47644335abff,Eron the Relentless,2,"Haste, Regenerate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9be9625e-b98b-416b-aac4-9f7b2dfbd39d,Colossus of Sardia,3,"Trample, Untap, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d9a10971-f32b-4978-952d-fed0a5bc9e36,Krosan Verge,2,"Sacrifice, Shuffle",keyword_action,oracle_text
41623eab-38b5-4058-8de2-e6b8706de7a2,Otepec Huntmaster,2,"Haste, Cast","keyword_ability, keyword_action",oracle_text
d9a10971-f32b-4978-952d-fed0a5bc9e36,Krosan Verge,2,"Sacrifice, Shuffle",keyword_action,oracle_text
2bf4811f-3462-4542-acb0-101e772bfec9,Give In to Violence,1,Lifelink,keyword_ability,oracle_text
5bae9ffb-99b3-4feb-8aed-265d874fd68b,Mercadian Atlas,1,Play,keyword_action,oracle_text
